Clean_Content,Human_Label
federal goment say operation 'amotekun' dey illegal.,neutral
as e be now for street. if you no be marlians omo you go get problem for street oh. street advice. any street you enter just shout marlians you are covered. listen via,positive
and he want make we give am 2 years contract and incriz him allawee to 180k,neutral
why we go chillax where captain america dey pepper dem?,positive
you fit mention oda similarities and differences between douala and lagos? check am:,neutral
marcus rashford: ️️️️️️️️️️ ️️️️️🅰️🅰️🅰️🅰️🅰️ anthony martial: ️️️️️️️️️🅰️ 🅰️🅰️ mason greenwood: ️️️️️️️️🅰️ dem average age: 21 years and 5 months old. our future dey bright.....,positive
"this paul pogba's absence from the squad, we dey pray e no dey force hin way to real madrid e don recover from hin injury. we go wait make ole address the situation tomorrow but tension don dey catch us if we lose pogba, e don be. this one wey mctominay dey out for long",positive
"2' if dis match end with ogbono soup, na penarity straight.",positive
"abia result follow from  for di current result, go here:",positive
mauricio pochettino don turn down the chance to manage real madrid because hin dream job na to manage manchester united. [men],positive
"dis night ️ 7:30pm (naija time) ️ stadio renato curi, perugia di match go show live for twitter and facebook!",neutral
cpj di worry about cameroon journalist wazizi and oda african journalists for jail,neutral
we wan wish demetri mitchell happy birthday. e don turn 23.,positive
"pdp condemn senator elisha abbo, atiku abubakar want apology",positive
buhari don fire nhis oga usman yusuf,negative
"ghana communication service tax: go pay 9% more for telecom, 5.9 % electricity den 2.2 % water tariffs starting today",negative
35' florenzi fire shot! but remain small make e enta net. una fit enjoy dis match for youtube too for ️,positive
sure tin!,positive
tola amero enter dis world only to discover say im parents dey deaf. check how tola take grow up wit im deaf parents and how him take dey communicate wit dem. . tola no gree make wetin society think or affect im life and dat of im deaf parents.,positive
zainab aliyu case: i no go allow pressure - judge,neutral
see wetin frank lampard yarn afta chop akpako for valencia hand for dia backyard.,positive
how you see odion ighalo tok after im match?,neutral
"85' kovacic don collect mtn load. all we are saying, give us draw soup!",positive
manchester united don add todd cantwell to the list of players wey dem fit sign for summer. [daily mail],positive
"former us president  tok say im wan meet 8-year-old nigerian refugee chess champion, tanitoluwa adewumi",positive
"frank: 'e get some gud parts of the man united game wey loss inside the rezot but no loss inside me. against liverpool, we bin play one of the top teams wey dey for the world and we match dem.'",positive
"school fire don kill many children, don send sorry message to di families",negative
"brendan rodgers ontop the lingard/maddison swap deal: ""una dey talk rubbish, i no dey talk about rumours and gossip. james na wonderful player and e go dey here in january, inshort e no dey leave."" [men]",positive
48' willian try him luck afta he run beta run enta but dem block him shot.,positive
no o! you wan make barcelona vex for us say we chop dia eye again?,negative
lampard yarn say no be gud time to play newcastle jus becos dey get woundjuries. he con hala say na wetin happen bournemouth before dey knack us akpako and the situation fit make cat to turn tiger ova night.,neutral
fred!!!!!!!!! but hin shot fly wide.,positive
"oya, shake bodi",neutral
why you go use paper and pencil or calculator? we get digital update of all di 2019 nigeria general elections results as e dey enta! check am:,positive
45' willian faya shot but e no see where post dey.,positive
international women's day: some women wey dey run tins for nigeria tech industry,neutral
: buhari dey meet nigerians in south africa today,neutral
. don dey remind di session say dem don gree say na di senate majority leader plus minority leader go tok on behalf of  wen pesin wey be part of di national assembly show for di screening.,neutral
wetin manu play abeg? na who dey on the wheel wey dey go old trafford?,positive
"king  don score plenty fine fine goals for di derby, but na which one of dem sweet your belle pass? run enta …",positive
"if dem born you well, wear west ham jersey and pass oshodi.",positive
na from here we dey take enjoy the match,positive
"your head strong kakaraka like bagco supa sack. jus go find aboniki rob sama ontop of the head and thank us later. you go dey alright las, las.",negative
for now na still only one confirmed case dey for nigeria,neutral
"terrorism in : groups wey worry sotey goment ban, call dem",negative
oya the good news be say .  don be the frist european club to lunch pidgin english for twitter. .,positive
trump border wall: pentagon don approve $1bn for us-mexico border wall,positive
dem don begin share election materials for otuoke,positive
shiites: ibrahim el-zakzaky no show but court set ruling for bail ontop murder,negative
swiss court sentence president biya e body guards for seka 'barbaric behaviour',positive
"solskjaer ontop signings: “we get money + the board dey back me, but we wan sign the right people. we no go buy anybody wey no get united dna.”",positive
man utd go wan cement their top position in the group. shey astana go fit do something against them? get involved by pr…,positive
"no be crime for man and man, woman and woman to do kerewa for botswana",neutral
"ft: 1⃣2⃣-0⃣ tor sapienza and just laidat, season don start! florenzi and antonucci sef add dia own as di training match finish!",positive
who go win tonight?  for wolves 🟠 like for manchester united,positive
yawa no gas if you decide to call president buhari major general - nigeria goment,neutral
"yaounde na di capital of cameroon 🇨🇲 , dem like puff-puff, dem like ndole plus dia roundabouts get funny names. if you sef know, drop am for comments section ⤵️ 🇨🇲 more gist:",neutral
"no be as we wan make e finish, but half bread beta pass puff-puff skemp all di pictures of for our gallery ️",positive
el shaarawy aka star boy aka el shara shara aka el shaprapra aka el shapropro aka el sharwama ...don chop  man of the match for saturday match against inter milan. ️,positive
paint the mumu theatre blue ontop,positive
watch highlight to our roma pikins primavera fess match of season wey get nine goals. ️,positive
ghana military/police team arrest 354 'criminals',negative
this ajax team dey make ball sweet like palm wine.,positive
international day of happiness: five ways to dey happy,positive
dino melaye go contest to be kogi state govnor,neutral
world press freedom day: how women journalists dey suffer for nigeria,negative
kogi election️: 'fogive yahaya bello' - see why apc el-rufai kneel down dey beg kogi pipo,positive
"my broda, na pipo and superstition for football na",neutral
"2' willian miss one beta chance, afta dem play am in, he faya the ball ova the bar.",positive
you think paul pogba go leave united this january? yes or no  after you don vote!,positive
"see that fine cross wey james put inside box, no united player.. this team na shame.",positive
roma admin remains undefeated,positive
"sir alex ferguson mixtape ep vol 1: 1. goat 2. 419 dna (ole diss) 3. my pikin (ft. ronaldo) 4. your agent na ode (pogba diss) 5. number 20 (ft. rvp) 6. you be mumu (moyes diss) 7. make i show? 8. papa of legends (ft. scholes, giggs) 9. i go stone you (beckham diss)",positive
"mino raiola: “i no threaten anybody with gun say make dem buy paul pogba back. sir alex ferguson dey beef me and paul, e dey allowed but where e dey when united dey sign pogba back?” [voetbal international,",positive
full time perotti score penarity for 2nd half afta demiral and ronaldo bin don score for juve for fess half.,positive
di way pdp win edo for presidential dey cause tension for state assembly vote - analysis,negative
na lie say super falcons players no wan comot hotel for france - media officer,neutral
massalikul jinaan: largest for west africa don open afta almost 10 years dem carry build am,neutral
america dey support intellectual property rights for nigeria,positive
simona halep beat serena williams to win wimbledon title,neutral
pulev na compulsory fight for anthony joshua ibf belt.,neutral
see di full list of winners of 2020,neutral
the win ratio wey ole gunnar solskjaer get as permanent man utd manager na 27.3%.,positive
uk dey comot from di european union afta 47 years. wetin go mean for africa?,neutral
which attacker is better this season?  for rashford like for messi ️,neutral
second half don start.,positive
so una dull am throughout 2019. nobody reason say na dis pesin be roma pidgin admin,negative
if una know  make una tell ham say how e take dey sleep? with all this brain  .  ma pa wa. na. we can't wait to interview you in pidgin . make you share some give dem. make africa great.,positive
"na proofreading/editing i dey do oh, make hunger no carry my matter play kalo kalo...",negative
71' diaaaaa fadaaaaa! n'golo kante don scatter liverpool net.,positive
my biggest regret na say i no fit read or write my name',negative
: many pipo for ghana go wake up friday morning to find out say dem don record di first two cases of covid-19 outbreak - read wetin we know so far,neutral
wetin una think about this game? we don confuse.,positive
nigeria oldest prisoner don get freedom,positive
ali dorani: how cartoon save my life,positive
"jaguda pipo kill, burn reverend father for taraba",negative
*claps hands*,positive
na ajax we get next to knack!,positive
"don also drop him ep wey the title na . all of this songs, una fit dey jam on top",positive
daje edin! ️,neutral
coza: we no go cover pastor wey take advantage of im members - pfn,positive
lampard yarn say our first game of the season against man utd feel like say e dey 'one million miles away' and he no think say e go affect tomorrow's match.,positive
dem rest jorginho since say italy don qualify for euro 2020 alredi.,positive
nigeria 🇳🇬 vs cameroon 🇨🇲 wetin fans dey eect from di match?,neutral
15' minutes done waka now still goalless... pressure everywhere as both sides dey contend!,positive
nothing wey musa no go see for gate. he even quote psalm 109:8,neutral
paul parker talk say e no believe say harry maguire na good defender.,positive
martial fc! like this tweet if you be part of us.,positive
"as no oda nomination follow, hon ahmed idris wase don become di deputy speaker of di house of representatives",positive
"breaking... nnpc pipeline elosion for igando area of lagos, wey be nigeria commercial capital. tori be say di elosion happun for near gloryland estate along isheri/lasu-igando road. : anifowose - (ikotun)",negative
senate confam tanko muhammad as di chief justice of nigeria,neutral
"brandon williams better pass wan-bissaka. wan-bissaka sabi defend, williams sabi do both (attack &amp; defend)",positive
get in?.... soon ⏰ we dey count down to bruno fernandes transfer deal. hin odds to join na 2/5,positive
jesse lingard better pass lionel messi. na only sense e no get.,positive
️ sub 82' our final change - jordan veretout enta for bryan cristante. 1⃣-1⃣,neutral
when you go announce bruno???,positive
how russia dey na? we hope you dey fine.,positive
ticad 2019: wetin dey carri buhari go japan,neutral
work don start for our next match ⏭️,neutral
you sure??,positive
"cameroon road accident: 21 pipo die, 16 wound, one disappear",negative
eminem drop surprise album 'music to be murdered by',neutral
"afta one ogbonge basketball player test positive to coronavirus, nba don suspend all dia games till further notice. see di full tori hia",negative
"solskjær ontop the pikins: ""something special go start today, e sure me. e sure me say one or two of dem go play well, dem fit pass self."" [bt]",positive
we know say e dey sweet una for bodi to watch action film inside cinema but wat of local film? hear wetin nigeria actress  tok for di mata,neutral
why we dey miss chances na???,positive
"but true-true, you chop di money?",neutral
chelsea lose while arsenal draw for arteta first match,positive
nobody don keep clean sheets pass dean henderson for the premier league this season.,positive
police don block venue of wole soyinka press conference,negative
"""some don say ah make we buy goat give spirit make dem set you free."" watch elizabeth tori for di full gist:",negative
we don move go house of reps for dia own inauguration and election of di speaker and deputy speaker of di house.,neutral
body dey kampe. we self gree say the midfield na rubbish but options no dey. so wetin you think about the pogba issue? you feel say na true say e dey move to real madrid this january?,positive
manchester united dey face their worst season in 31 years. na dem don keep the lowest clean sheet since march and dem dey only score with 8.86% of shots.,positive
caf order esperance to return cup and replay champions league final,negative
"we dey hear say kwashiorkor dey catch manchester united. if you talk say na lie, see jones as he dey jonz himself.",neutral
dis na di result from osun state,positive
ruga: states for nigeria wey wan do settlement for herdsmen,neutral
"update : ncdc don release di test results of suspected case for enugu, nigeria",neutral
congratulobia eni!,positive
wife of di redeemed pastor wey drown wit two pikin for costa del sol say dem sabi swim,negative
"nlc strike update: nigeria goment, labour still neva agree salary adjustment for minimum wage",neutral
don resume to announce di result from di national collation centre inside abuja and we dey stram am live foe hia,positive
39' see sweet sweet balling wey dey totori belle from ! dzeko bin dash florenzi ball for post front but di defender bude am over di bar! ‍ 2️⃣-0️⃣,positive
i love pidgin na our own way of telling the story . tune in listen via,positive
"yeah, he don try but for dis biznes of football if pesin reash 30, him performance go dey come down and if the player woundjure e dey take time to heal. naim make chelsea give am 1 year. as for the 180k, chelsea fit still give am but e no go pass one year contract.",positive
"it's official -  is running in the 2021 presidential elections in uganda, challenging president  w…",neutral
osun tribunal don declares adeleke as winner of osun election the osun state governorship election petition tribunal don declared the senator ademola adeleke of the peoples democratic party as the winner of the osun state election.,positive
"as dem don be two nomination, na voting go settle di mata, di post of deputy senate president now na between senator ike ekweremadu and ovie omo-agege. who go become deputy senate president?",neutral
protest don begin for port harcourt,negative
"no wonder wan-bissaka dey good at tackling, hin foot fit be size 50.",positive
facebook wan make goment regulate dem,neutral
️ sub 77' our fess change dis night as antonucci enta for pastore. 1⃣-1⃣,neutral
this team na dead today.,positive
"di man of di moment for kogi state, govnor yahaya bello tok dis one today after e win re-election yesterday. abeg how you see di mata?",positive
strange man' wey run from bush stop aeroplane from takeoff for lagos,negative
"ole: “make paul recover first and make e get back on form. for me, na one of the best players for this world. e dey sweet me say e go come back soon.” [bbc]",positive
"nigeria 2019 governorship elections: why kano, akwa ibom, rivers na states to watch",neutral
"alan smith: ""right now, if pogba wan break into the united team, e gats dey at hin best because fred and mctominay dey do well.” [sky]",positive
"oya......!  land studio today, 2 seconds everywhere burst. go download im song .on his bio. listen via  . for me most gospel song played on pidgin radio. to promote your song call or…",positive
manchester united dey lead the race to sign jadon sancho in january. [mirror] wetin you think?,positive
69' barkley throw one beta long cross wey hudson-odoi control fine but the end product as he reash burnley 18 box no pure.,positive
hin talk say jollof rice na just fried rice with some vegetables hin dey right so? wetin you dey chop for breakfast dis morning?,neutral
start wetin?,neutral
"our biggest audience dey come from nigeria and ghana but we wan sabi the country wey get the most man united fans. so; if you be nigerian,  if you be ghanaian, like ️",positive
"george weah drop 'coronavirus song', and oda songs wey totori pipo.",positive
we be di champions algeria 🇩🇿  don win :,positive
nigeria vs algeria: semi final game as e dey happun,neutral
55' na gooooallll aye! fada abraham tear net but linesman yarn say na offside goal.,positive
"saudi arabia don release, anoda nigerian ibrahim abubakar",positive
buhari fail to convince tribunal say atiku from cameoon,negative
"lee grant: ""e dey sweet me say i go play for united today. e dey hungry me, i no fit wait.""",positive
2nd half don start and dem don tear our net.,positive
this man utd black jersey na the finest this season. like if you agree!,positive
"protesters for bolivia gada beat her, shave her hair, drag her for road come force patrice arce to resign.",negative
2019 africa cup of nations: match schedule &amp; results,neutral
you feel say petrol stations dey sell fuel complete?,neutral
balogun market fire: policeman die for lagos island market fire,negative
i dey teh you... you no fit see video wey sweet pass dis one today,positive
· 13x premier league · 5x fa cup · 4x league cup · 10x community shield · 2x champions league · 1x european cup winners’ cup · 1x super cup · 1x intercontinental cup · 1x club world cup sir alex ferguson na legend!,positive
"oya una good morning. una dey see rain ? if you dey feel cold use  "" you are not alone "" fayfaytalks unsigned artist dat is talented helped ham you no go regret . his next song titled…",positive
kanu nwankwo na new ssa for sports,positive
you wan see bruno fernandes at man united? like this now! woodward fit see am,neutral
martial dey lazy today. give am igbo,neutral
game of thrones and peter dinklage win for di fourth time,positive
mason greenwood dun dey directly involve in 5 goals (4️ &amp; 1🅰️) for 5 europa league appearances this season. that goal na fire!,positive
"even we wey dey watch, we go sing him name shapaly as 4:39 knack for hia. na our boi, no shaking!",positive
munich remembers ️️️️,positive
police tok sorry say dem give 'wrong' information about how chima ikwunado die.,neutral
economy worse now pass former president mugabe time?,negative
make una list 5 players wey suppose leave man united?,positive
pope francis don remove 'secret rule' on sex abuse,neutral
lagos : govnor  say na rain dey delay work to fix di palava,positive
"imported for my body' na investigation wey  direct and report,  produce am and  edit am. data investigator na  . pipo wey follow for team     &amp; editor  .",positive
"germany don score the penalty, the match now na germany 2 nigeria 0.",positive
"we dey eect martial to step up today, else e don be for us.",positive
that link up wey pereira and juan mata do make brain.,positive
"marcus rashford dun dey directly involved in 14 goals in 13 games ontop all competitions (12 goals, 2 assists)",positive
"where should students learn about sex? ghana's government has published guidelines to teach 4 to 24-year-old students ""comp…",positive
"“for attack we play beta ball, we bin play almost all di game for dia side of di pitch. but we no do well for defence. ""if team chop three goals e dey hard to win – so e sure say we get places to improve.” - oga paulo fonseca",neutral
"e go be!' wit  ontop dis week episode of 'question till mouth pain you' from sex for roles, to her age, to love...we get di full ansa! full video:",neutral
man city vs west ham: bad weather force premier league to cancel sunday match,negative
"uk police go pay nigerian street preacher oluwole ilesanmi £2,500 for wrongful arrest",positive
why nigerian labour union fit strike again,negative
afcon 2019: meet di 'animals' wey dey compete african cup of nations for egypt,neutral
"one drink poison, police wound three wit phd for strike",negative
"wetin pastor adeboye, olukoya and fr mbaka say go happun for di new year 2020",neutral
️ our pre-season continue on wednesday! athletic bilbao  na our opponents for perugia... kolobi tickets for hia ️,negative
mason greenwood no dey play like academy boy. e dey play like say e don dey play with first team for many seasons.,positive
": di mayor of right or wrong - over to you while president  dey apologise for di attacks on foregners, di mayor of  say im no get any apology.",negative
⏸️ half time afta plenti plenti chances wey di two teams don create no goal don hapun. second half go beta...,positive
life and tins as e be for anglophone idps for douala,neutral
10' mason mount don woundjure.,neutral
and no big club buy am. oga use your brain sometimes.,neutral
dem don nominate and second hon femi gbajabiamila to become speaker of di house of representatives and him don accept.,neutral
"we don reach 54,000 followers. we wan appreciate all our fans, whether you be from nigeria, ghana, sierra leone, indonesia, england, cameroon, mali, namibia, south africa, etc muip no be brand, na family and all of una dey part of that family. we love you️",positive
commonwealth travel warning: nigeria dey safe - police reply uk goment,neutral
five things wey we observe as manchester united beat colchester 3-0,positive
"manchester united bin field 117 different players this decade, but who be your favourite?",positive
anglophone crisis: court order nigeria to return ambzonia leaders wey sojas transfer from abuja to yaoundé' cameroon,negative
no mata wia you dey go juss no forget road wey go lead you go house back,positive
dopeness superstar . dem go hear word,positive
gbedu for life,positive
bianca andreescu beat serena williams to win us open title,neutral
world class vision for assist by  and world class finish by sabi striker  istanbul make sense yestaday,positive
join our listeners community . 5pm we dey give free mtn recharge cards,positive
how the decade take start 🆚 how the decade take end ️️,positive
ego beta. i like dat word,neutral
"na for stamford bridge, african branch",positive
we gats win them tonight!,positive
jeeezzz.... willian,neutral
"no be small sontin o as  land inside we studio today with her husband  and the spirit flow no be here. you gats also listen to her song for yourself o, go download am for all streaming platforms…",positive
wetin you think about rashford this season?,positive
"don press break in their move for bruno fernandes. sporting wan collect €80m, united no wan pay. talks still dey continue but united dey eye other players now. [bbc]",positive
toni ann singh don win di 69th edition of di miss world pageant.,positive
all di local and world tori wey you suppose know in 60 seconds! ontop bbc pidgin minute,neutral
"we wan chop chicken, make una show face.",positive
solskjaer dey eect make pogba return vs arsenal. [men],positive
we go win!! no fear,positive
wetin dey cause men to dey kill demself plenti for kenya?,negative
"i be clearing and forwarding agent for tincan port for lagos,abeg anything i go clear am,contai…",positive
lionel messi vs cristiano ronaldo who be di goat - abeg discuss,neutral
ashley cole don join coaching staff and hia na him first interview. we dey welucome am.,positive
"if dem no win tonight, call me basktard. we go beat them like thief",positive
great work ma. very soon dem go understand wetin you don do. we dey see your works. god bless you for the good work,positive
"you no dey post tori about evri minutes, 247. naim make we neva follow you. make dat one no weak you.",positive
"wetin we dey hear from duncan wright na say, chelsea dey close in on sancho deal. dem wan settle dortmund. haaland na top target for ole, no be sancho.",positive
ole on the wheel barrow 🤣,positive
man united no gree sign erling haaland because dem see mino raiola and hin father alf inge haaland as thieves wey wan profit from the haaland deal.,positive
meet di judges of di,neutral
stevie wonder tell fans afta hyde park show say im go do kidney transplant,negative
"abeg, na who sabi europa league theme song? 🤔 we nid start to dey learn am o",neutral
president buhari tell nigerians to bone call for fulani herders to comot from south,negative
"ht: manchester united 1-1 tottenham. na rashford and alli score. man utd dey play well but if you no take your chances, dem go punish you. na wetin happen. how you see the first half?",positive
"presido muhammadu buhari don release 10 billion naira ($27million usd) special dash money to lagos state, wey don record of 44 out of di covid-19 outbreak inside nigeria. see wetin  want lagos to use di money do:",positive
"james johnson was born intersex and used to play football for nigeria's national women's team. at around 19, he began play…",neutral
"somewhere in lagos, a fan, biola kazeem dey write hin draft and e go dey pray for united to lose tonight so e fit post am.",positive
"photo: ashley young don arrive for hin inter milan medical [pa images, mirror]",positive
we go win!!!!,positive
president buhari use im speach to cut warning for nigerians wey dey promote hate speech for social media,neutral
di ministers wey presido buhari don announce now now!,neutral
meet di judges of di,neutral
2' n'golo kante for ginjah lille now but him touch fall him hand.,positive
e be like say oga lamps tell am say he go be no 4 for cbs dis season.,positive
"guys,  na fine woman 🥰",positive
pastor adeboye latest 'marriage advice' divide pipo for social media unto wetin man and woman role be.,neutral
john mikel obi don retire from national team,neutral
sights and scene from di goment house for state,neutral
our united men dey train for astana. you fit list the names of all the players wey you recognize for here?,positive
63' as roma 1-3 napoli,neutral
na wetin ole gunnar solskjaer tell nuno santo last season after wolves remove from fa cup.,positive
anglophone crisis: human rights watch say cameroon get special torture centre for separatists,neutral
"90' goooooooal! dzeko wit hin second assist today! hin cut di ball back again, but na cristante hin dash dis time. 2 -3",positive
una good morning! dis na we proverb for today. ating ating jr na im send dis one and you sef fit send us ya own for comment section.,neutral
don gree personal terms with bruno fernandes. the club dey beg sporting lisbon to accept £50m. [telegraph],positive
convener of di waka for - bunmi oloyede,neutral
"nigeria migrant man wey use im 'church mind' sweep streets for escape n144,000 fine",neutral
"see me ooo, i come wear our jersey today as if say we dey 🤦‍️🤦‍️🤦‍️  eect",positive
nigeria court stop operation positive identification,neutral
wetin you tink? fifa president gianni infantino want afcon to happun once in four years.,neutral
ijegun fire: '12 of my relative burn inside di pipeline elosion',negative
"like this if you be die-hard fan! 🇾🇪 players go come, players go leave. managers go come, managers go leave.…",positive
8' fada abraham nod kante cross commot.,positive
"united dey eye james maddison, but know say e go dey hard to sign am in. january. [sky]",positive
brandon williams na star!!!,positive
ncaa dey investigate ore road helicopter wey go pick stroke victim,neutral
"| in 2010... claudio ranieri was in the dugout as pulled out a vital win against inter, courtesy of luca…",negative
"56' as willian wan tear shot inside box 18, dem pack am for ground. ref wave ball on. chai, na penarity e for be ooo.",positive
"lampard con throway tuale for  and  afta dia goals today. he yarn say pulisic be first class and na ogbonge player to watch, with the only gbege wey dey na the small hip woundjury captain america collect.",positive
bruno don show??,positive
ahmad ahmad: di big tins we learn from afcon 2021 caf president visit to cameroon,neutral
▶️ kick-off match don start for borussia-park.,neutral
"the winner for gw17 in muip fpl is  with 97 points. his team name is o.g dancers fc. he has been credited with n3,…",neutral
"as e dey hot, westham don scatter bank to take buy eintracht frankfurt striker, sebastien haller for 45 million pounds.",positive
total afcon tanzania 2019: cameroon defeat guinea to become u-17 champions,positive
oya in case you miss the live broadcast oya tunein now via  or dl the app 1mb . as  go dey yarn us him life style and music level with  the red cap chief.,positive
so dey trend on social media after arsenal announce say dem sack unai emery. wetin you want for united? ole in or ole out,positive
"how women dey find am hard to enta clubs, bars for",neutral
"ghana cid boss for chop sack now, ghanaians bore ‘incompetent’ cop tiwaa addo-danquah",negative
which club make sense pass?,neutral
see as goal take sweet.,positive
faan say di 'strange man' wey climb plane for lagos airport na from niger,neutral
benayoun and oga watch dem. gud one!,positive
osun state supreme court judgement: pdp ademola adeleke say im wish govnor oyetola well,positive
crocodile bite man wey put hand for wrong side of glass for crayfish party for sweden,negative
we 'close' seme border to fight smuggling - buhari,positive
honorable bin dey part of  from 1999 to 2003 and e currently dey serve.,positive
na our lineup for tonight be dis... skippo de rossi don come back! patrik schick dey lead di attack against hin befor befor team.,positive
new report say lovers wey go kill dia partners dey follow eight steps,neutral
"nigeria don qualify, way to go super eagles, tuale!!! for boys wey sabi. ngr 2 sa 1 . .",positive
swear say you no ünderstand wetin we dey talk,negative
nigeria don pull out of world economic forum for s/africa,negative
na hit back to back 7 times. (olamide voice),positive
"no offence to ole, but if say na louis van gaal wey coach greenwood, e for don promote am to main st. make the rest go fight for wing.",positive
zimbabwe former president robert mugabe don die at di age of 95,negative
"for one of im songs, juice wrld bin rap about how artist dem no dey live long, ""im say all di legends don finish"". di us rapper die afta seizure for airport - see wetin you need to know about am  rip juice wrld :",neutral
"see our prayer for you dis weekend, make your enemies dey watch you dey ball as zaha bin watch reece james ball today.…",positive
"yes o my people, hope say you enjoy your weekend? oya gospel vibes don land again with  on top  and make you check out the songs wey enter our top 10 gospel songs of the week list... 10. king…",positive
lingard don enter for pereira.,positive
"62' shey na crossing be dat, hudson-odoi? willian give am sweet pass, as he wan cross am, the ball use small pass post.",positive
samsung s20 phone go cost up to 500k naira and dis na wetin make am cost like dat,neutral
"chelsea's jorginho.' chelsea's birthday boy! 🥳 have a good one, jorgi!",positive
"""i go make sure say nigeria work for all nigerians and i go be president for all nigerians"" -  speech from eagle square abuja",positive
we go win by god's grace,positive
"we dey chop am rainau, but second half go beta...",positive
"after brunei goment put one new law say anybodi wey do gay sex and adultery go face death by stoning as punishment, nigerian gay rights activist bisi alimi siddon wit bbc pidgin for dis interview to tok im mind about di new law wey don draw plenti criticism from world pipo.",negative
chai na finishing levels we dey now. abeg make e no be true say he woundjure.,positive
"lampard yarn say he no hapi onto how we collect one goal, and con hama say dos small small things wey cause us to collect one goal to teach our younger players lesson.",neutral
join  ( ) for our ogbonge coverage of di 2019 govnorship election for nigeria. we go bring una all di everi-evri from different locations for nigeria.,positive
mugabe leave '$10m cash' wen im die,positive
which midfielder is better?  for lingard like for ronaldinho ️,positive
32' we don collect. na one kondo.,positive
ole wan put pereira???? why???? for what????,positive
"see our prayer for you dis weekend, make your enemies dey watch you dey ball as zaha bin watch reece james ball today.",positive
see 10 popular pipo wey eminem don get gbege wit 'diss tracks',neutral
"37' mateo kovacic drive enta 18 box con hama ovaload shot, but the ball fly go wide of the left post.",positive
chinese chop ban ontop foto wit,neutral
boko haram kill my soldier pikin' wetin dey happun to di families of soldiers why pay di ultimate price?,negative
jesse lingard dey pass through things this season: e dey look after hin daughter and hin 14-year old siblings on hin…,positive
nddc forensic audit: ibim semenitari say make president buhari  also chook eye for steve oronsaye panel report,neutral
63' hudson-odoi don enta for pedro,positive
we go dey bring una updates on di mata.,neutral
tune in 5pm today as  go dey give una non stop slow mix wey go dey make you feel alright as you dey browse via  dont forget to tune in,positive
wetin consine agbero wit overload? ‍️ how e take be our consine now?,neutral
bros you dey veri wicked!,neutral
denko denko_music na one of the fast rising artistes for naija wey dey burst our speakers with him gbedu. e land for we studio to discuss with us how d hustle dey go with the  . e just drop one single…,positive
"angel gomes and tahith chong gats learn from mason greenwood and brandon williams. to play for united no be by talent alone. you gats dey work hard every-time so when opportunity come, you go grab am.",positive
i may have found the best account on twitter.,positive
pogba better pass mctominay &amp; fred put together.,positive
"ft: arsenal 2-0 manchester united. we no fit talk anything. the performance, we don tire to dey complain.",positive
no time to check time. tomoro we get arsenal to tidy for stamford bridge.,positive
hapi baidae salomon kalou!!!,positive
make we pepper them!!! united go win.,positive
dem 'detain' politician goats for ethiopia,positive
"ole: ""harry fit play tomorrow, we go observe am today as e dey train and we go see if e still dey feel pain. the injury no bad jor.” [mu]",positive
"forget di gbege, tweet about",negative
lagos state govnor say im ready to pay pass n30k as minimum wage - sanwo-olu,positive
we go dey bring una major transfer matter as e dey unfold.,positive
man united legends na the best for this world!,positive
ft: ref don fire final whistle for lille and match finish 3 - 2 as cristante score for lass minute.,positive
cross river rec dr frankland briyai bin declare to run for bayelsa govnorship election inside inec compound,positive
kenya finance minister henry rotich under arrest for corruption,positive
as di waka don be so far inside nigeria,neutral
baba make we look ahead now. make we no do like after that psg game.,positive
pikin wey dem born for 22 weeks of pregnancy 'go fit survive',neutral
"but come o, you know if naija get any climate change plans?",neutral
na man utd babes we get next to knack!,positive
you fit watch the short version of ‘imported for my body’ for hia  and di full feem here:,neutral
manchester united ambassador park ji-sung dun drop hint ontop january transfer,positive
zagreb earthquake happun as kontri pipo dey panic sake of coronavirus epidemic. di 5.3-magnitude tremor send parts of buildings to dey fall inside streets.,negative
na matchday!! premier league old trafford ⏰ 14:00 gmt 🆚 everton make una ginger united!!,positive
nana akufo-addo : 21 people dey face prosecution for corruption-related offences,positive
"ken nwadiogbu na hyperrealism artist wan make pipo use am example show nigerians youths no dey lazy. ""hyper-realism na like my lover...."" -",positive
cameroon president unity messages for social media dey make kontri pipo wanda,neutral
1. oga di jagaban don vote 2. blind voter dey look forward to 2023 3. govnor ambode na still my hero 4. efcc don gbab 'moni van' for benue state check all di hot tori dem for hia,neutral
️️ sabi pikin nicolo zaniolo don chook biro for paper sign new five years join hin contract wit ! 🤝,positive
match schedule for,neutral
follow di live election announcement for di nigeria 2019 govnorship elections! lagos:  akwa ibom:  kano:  delta (dey on break):,positive
"five things wey we observe as man united draw 2-2 against villa: sack ole, e no get sense",positive
ndlea dey quarrel police for kano sake of suspect arrest,negative
na veri sad news be dis our mind dey wit di family and all naija pipu. rip isaac promise,negative
‘covid-19 in 60 seconds’ - beta informate for una as dey make pipo fear wella + tips join. wash dis space.,neutral
give awara technical knockout for supreme court,negative
world population day: woman wey born 17 times want more,neutral
"30' pulisic dey worry for right side. afta one counter, he cross give batsman but dey block am. he cross again afta throwin for hudson-odoi but him head no reash am. chai! captain america dey dis game.",positive
no shock the l enta head,neutral
atiku vs buhari: supreme court go hear pdp appeal on wednesday,neutral
........... listen via  non stop unlimited gbedu dey now . oya tunein. dl app on top play store .,positive
